Date,Open,High,Low,Close,Adj Close,Volume
2016/5/23,23.967501,24.297501,23.9175,24.1075,22.520861,152074400
2016/5/24,24.305,24.522499,24.209999,24.475,22.864182,140560800
2016/5/25,24.6675,24.934999,24.5275,24.905001,23.265877,152675200
2016/5/26,24.92,25.182501,24.66,25.102501,23.450378,225324800
2016/5/27,24.860001,25.1175,24.8125,25.0875,23.436363,145364800
2016/5/31,24.9,25.1,24.705,24.965,23.321924,169228800
2016/6/1,24.754999,24.885,24.5825,24.615,22.994963,116693200
2016/6/2,24.4,24.459999,24.157499,24.43,22.822144,160766400
2016/6/3,24.4475,24.567499,24.362499,24.48,22.868847,114019600
2016/6/6,24.497499,25.4725,24.387501,24.657499,23.034662,93170000
2016/6/7,24.8125,24.967501,24.74,24.7575,23.128084,89638000
2016/6/8,24.754999,24.889999,24.67,24.735001,23.107069,83392400
2016/6/9,24.625,24.997499,24.615,24.9125,23.272882,106405600
2016/6/10,24.6325,24.8375,24.620001,24.7075,23.081377,126851600
2016/6/13,24.672501,24.780001,24.275,24.334999,22.733387,152082000
2016/6/14,24.33,24.620001,24.1875,24.365,22.761415,127727600
2016/6/15,24.455,24.602501,24.2575,24.285,22.68668,117780800
2016/6/16,24.112499,24.4375,24.0175,24.387501,22.782436,125307200
2016/6/17,24.155001,24.1625,23.825001,23.8325,22.263964,244032800
2016/6/20,24,24.1425,23.7575,23.775,22.210251,137647600
2016/6/21,23.735001,24.0875,23.67,23.977501,22.399418,142185600
2016/6/22,24.0625,24.2225,23.8375,23.887501,22.315344,116876400
2016/6/23,23.985001,24.0725,23.8125,24.025,22.443794,128960800
2016/6/24,23.227501,23.665001,23.1625,23.35,21.813219,301245600
2016/6/27,23.25,23.262501,22.875,23.01,21.495594,181958400
2016/6/28,23.225,23.415001,23.035,23.397499,21.857594,161779600
2016/6/29,23.4925,23.637501,23.407499,23.6,22.046766,146124000
2016/6/30,23.610001,23.942499,23.575001,23.9,22.327021,143345600
2016/7/1,23.872499,24.1175,23.8325,23.9725,22.394749,104106000
2016/7/5,23.8475,23.85,23.615,23.747499,22.184555,110820800
2016/7/6,23.65,23.915001,23.592501,23.8825,22.310671,123796400
2016/7/7,23.924999,24.125,23.905001,23.985001,22.406425,100558400
2016/7/8,24.122499,24.2225,24.012501,24.17,22.579247,115648400
2016/7/11,24.1875,24.4125,24.182501,24.245001,22.649311,95179600
2016/7/12,24.2925,24.424999,24.280001,24.355,22.752075,96670000
2016/7/13,24.352501,24.4175,24.209999,24.217501,22.623623,103568800
2016/7/14,24.3475,24.747499,24.33,24.6975,23.072033,155676000
2016/7/15,24.73,24.825001,24.625,24.695,23.0697,120548000
2016/7/18,24.674999,25.032499,24.65,24.9575,23.31492,145975600
2016/7/19,24.889999,25,24.834999,24.967501,23.324263,95119600
2016/7/20,25,25.115,24.934999,24.99,23.345284,105104000
2016/7/21,24.9575,25.25,24.782499,24.8575,23.221504,130808000
2016/7/22,24.815001,24.825001,24.577499,24.665001,23.041672,113254800
2016/7/25,24.5625,24.709999,24.23,24.334999,22.733387,161531600
2016/7/26,24.205,24.4925,24.105,24.1675,22.576918,224959200
2016/7/27,26.067499,26.0875,25.6875,25.737499,24.043583,369379200
2016/7/28,25.7075,26.112499,25.705,26.084999,24.368214,159479200
2016/7/29,26.047501,26.137501,25.92,26.0525,24.337851,110934800
2016/8/1,26.102501,26.5375,26.102501,26.512501,24.767578,152671600
2016/8/2,26.512501,26.5175,26,26.120001,24.400913,135266400
2016/8/3,26.202499,26.459999,26.192499,26.4475,24.706854,120810400
2016/8/4,26.395,26.5,26.32,26.467501,24.859488,109634800
2016/8/5,26.567499,26.9125,26.545,26.870001,25.23753,162213600
2016/8/8,26.879999,27.092501,26.790001,27.092501,25.446508,112148800
2016/8/9,27.057501,27.235001,27.002501,27.202499,25.549829,105260800
2016/8/10,27.1775,27.225,26.940001,27,25.359632,96034000
2016/8/11,27.129999,27.2325,26.9625,26.9825,25.343191,109938000
2016/8/12,26.945,27.110001,26.945,27.045,25.401896,74641600
2016/8/15,27.035,27.385,27.02,27.370001,25.707157,103472800
2016/8/16,27.407499,27.557501,27.3025,27.344999,25.683668,135177600
2016/8/17,27.275,27.342501,27.084999,27.305,25.646103,101424000
2016/8/18,27.307501,27.4,27.254999,27.27,25.613228,87938800
2016/8/19,27.192499,27.422501,27.09,27.34,25.678976,101472400
2016/8/22,27.215,27.275,26.9625,27.127501,25.479387,103280800
2016/8/23,27.147499,27.33,27.1325,27.2125,25.559221,85030800
2016/8/24,27.1425,27.1875,26.92,27.0075,25.366678,94700400
2016/8/25,26.8475,26.969999,26.67,26.8925,25.258661,100344800
2016/8/26,26.852501,26.987499,26.577499,26.735001,25.110729,111065200
2016/8/29,26.655001,26.860001,26.5725,26.705,25.082554,99881200
2016/8/30,26.450001,26.625,26.375,26.5,24.890011,99455600
2016/8/31,26.415001,26.6425,26.41,26.525,24.913488,118649600
2016/9/1,26.535,26.700001,26.405001,26.682501,25.061424,106806000
2016/9/2,26.924999,27,26.705,26.932501,25.296234,107210000
2016/9/6,26.975,27.075001,26.877501,26.924999,25.28919,107521600
2016/9/7,26.9575,27.190001,26.7675,27.09,25.444162,169457200
2016/9/8,26.8125,26.817499,26.309999,26.379999,24.777298,212008000
2016/9/9,26.16,26.43,25.782499,25.782499,24.216099,186228000
2016/9/12,25.6625,26.43,25.6325,26.360001,24.758516,181171200
2016/9/13,26.877501,27.1975,26.809999,26.987499,25.347887,248704800
2016/9/14,27.182501,28.2575,27.15,27.942499,26.244867,443554800
2016/9/15,28.465,28.932501,28.372499,28.8925,27.137156,359934400
2016/9/16,28.780001,29.032499,28.51,28.73,26.984528,319547600
2016/9/19,28.797501,29.045,28.3125,28.395,26.669876,188092000
2016/9/20,28.262501,28.530001,28.127501,28.3925,26.66753,138057200
2016/9/21,28.4625,28.497499,28.110001,28.387501,26.662834,144012800
2016/9/22,28.5875,28.735001,28.5,28.655001,26.914087,124296000
2016/9/23,28.605,28.6975,27.887501,28.1775,26.465593,209924800
2016/9/26,27.91,28.3475,27.887501,28.219999,26.505508,119477600
2016/9/27,28.25,28.295,28.084999,28.272499,26.554825,98429600
2016/9/28,28.422501,28.66,28.3575,28.487499,26.756763,118564400
2016/9/29,28.290001,28.450001,27.950001,28.045,26.341145,143548000
2016/9/30,28.115,28.342501,27.950001,28.262501,26.545429,145516400
2016/10/3,28.1775,28.262501,28.07,28.129999,26.420979,86807200
2016/10/4,28.264999,28.577499,28.157499,28.25,26.533686,118947200
2016/10/5,28.35,28.415001,28.172501,28.262501,26.545429,85812400
2016/10/6,28.424999,28.584999,28.282499,28.4725,26.74267,115117200
2016/10/7,28.577499,28.639999,28.377501,28.514999,26.782583,97433600
2016/10/10,28.754999,29.1875,28.68,29.012501,27.249866,144944000
2016/10/11,29.424999,29.672501,29.049999,29.075001,27.308571,256164000
2016/10/12,29.3375,29.495001,29.1875,29.334999,27.552769,150347200
2016/10/13,29.1975,29.360001,28.93,29.245001,27.468241,140769600
2016/10/14,29.469999,29.5425,29.282499,29.407499,27.620863,142608800
2016/10/17,29.3325,29.459999,29.195,29.387501,27.602079,94499600
2016/10/18,29.545,29.5525,29.362499,29.3675,27.583296,98214000
2016/10/19,29.3125,29.440001,28.450001,29.280001,27.50111,80138400
2016/10/20,29.215,29.344999,29.0825,29.264999,27.487022,96503200
2016/10/21,29.202499,29.227501,29.07,29.15,27.379011,92770800
2016/10/24,29.275,29.434999,29.25,29.4125,27.625566,94154800
2016/10/25,29.487499,29.59,29.327499,29.5625,27.766449,192516000
2016/10/26,28.577499,28.924999,28.327499,28.897499,27.14185,264536800
2016/10/27,28.8475,28.965,28.525,28.620001,26.88121,138248000
2016/10/28,28.467501,28.8025,28.362499,28.43,26.702751,151446800
2016/10/31,28.4125,28.557501,28.299999,28.385,26.660484,105677600
2016/11/1,28.365,28.442499,27.6325,27.872499,26.179125,175303200
2016/11/2,27.85,28.0875,27.807501,27.897499,26.202606,113326800
2016/11/3,27.745001,27.865,27.387501,27.4575,25.921747,107730400
2016/11/4,27.1325,27.5625,27.0275,27.209999,25.688087,123348000
2016/11/7,27.52,27.627501,27.365,27.602501,26.058634,130240000
2016/11/8,27.577499,27.93,27.424999,27.764999,26.212044,97016800
2016/11/9,27.469999,27.83,27.012501,27.719999,26.169559,236705600
2016/11/10,27.772499,27.772499,26.4575,26.9475,25.440268,228538000
2016/11/11,26.780001,27.217501,26.637501,27.1075,25.59132,136575600
2016/11/14,26.9275,26.952499,26.02,26.4275,24.949354,204702000
2016/11/15,26.6425,26.92,26.540001,26.7775,25.279776,129058000
2016/11/16,26.674999,27.557501,26.65,27.497499,25.959503,235362000
2016/11/17,27.452499,27.5875,27.2075,27.487499,25.950066,110528000
2016/11/18,27.43,27.635,27.415001,27.514999,25.976027,113715600
2016/11/21,27.530001,27.997499,27.502501,27.932501,26.37018,117058400
2016/11/22,27.987499,28.105,27.85,27.950001,26.386698,103862000
2016/11/23,27.84,27.877501,27.5825,27.807501,26.252167,109705600
2016/11/25,27.782499,27.967501,27.737499,27.9475,26.384338,45903600
2016/11/28,27.8575,28.1175,27.8475,27.8925,26.332415,108776000
2016/11/29,27.695,28.0075,27.5175,27.865,26.306452,114115200
2016/11/30,27.9,28.049999,27.567499,27.629999,26.084597,144649200
2016/12/1,27.592501,27.735001,27.2575,27.372499,25.841503,148347600
2016/12/2,27.2925,27.522499,27.2125,27.475,25.938267,106112000
2016/12/5,27.5,27.5075,27.0625,27.2775,25.75181,137298000
2016/12/6,27.375,27.59,27.297501,27.487499,25.950066,104782000
2016/12/7,27.315001,27.797501,27.290001,27.7575,26.204964,119994800
2016/12/8,27.715,28.1075,27.65,28.030001,26.462227,108273200
2016/12/9,28.077499,28.674999,28.077499,28.487499,26.894136,137610400
2016/12/12,28.3225,28.75,28.122499,28.325001,26.740721,105497600
2016/12/13,28.459999,28.98,28.4375,28.797501,27.186798,174935200
2016/12/14,28.76,29.049999,28.745001,28.797501,27.186798,136127200
2016/12/15,28.844999,29.182501,28.807501,28.955,27.335484,186098000
2016/12/16,29.1175,29.125,28.9125,28.9925,27.37089,177404400
2016/12/19,28.950001,29.344999,28.9375,29.16,27.529018,111117600
2016/12/20,29.184999,29.375,29.17,29.237499,27.602188,85700000
2016/12/21,29.200001,29.35,29.195,29.264999,27.628145,95132800
2016/12/22,29.0875,29.127501,28.91,29.0725,27.446415,104343600
2016/12/23,28.897499,29.129999,28.897499,29.129999,27.500698,56998000
2016/12/27,29.129999,29.450001,29.122499,29.315001,27.675356,73187600
2016/12/28,29.379999,29.504999,29.049999,29.190001,27.557346,83623600
2016/12/29,29.112499,29.2775,29.1,29.182501,27.550264,60158000
2016/12/30,29.1625,29.299999,28.8575,28.955,27.335484,122345200
2017/1/3,28.950001,29.0825,28.690001,29.0375,27.413372,115127600
2017/1/4,28.9625,29.127501,28.9375,29.004999,27.38269,84472400
2017/1/5,28.98,29.215,28.952499,29.1525,27.521944,88774400
2017/1/6,29.195,29.540001,29.1175,29.477501,27.828764,127007600
2017/1/9,29.487499,29.8575,29.485001,29.747499,28.08366,134247600
2017/1/10,29.692499,29.844999,29.575001,29.7775,28.111979,97848400
2017/1/11,29.684999,29.9825,29.65,29.9375,28.263029,110354400
2017/1/12,29.725,29.825001,29.5525,29.8125,28.145027,108344800
2017/1/13,29.7775,29.905001,29.702499,29.76,28.095461,104447600
2017/1/17,29.584999,30.059999,29.555,30,28.322041,137759200
2017/1/18,30,30.125,29.9275,29.997499,28.319677,94852000
2017/1/19,29.85,30.022499,29.842501,29.945,28.270119,102389200
2017/1/20,30.112499,30.112499,29.932501,30,28.322041,130391600
2017/1/23,30,30.202499,29.942499,30.02,28.340923,88200800
2017/1/24,29.887501,30.025,29.875,29.9925,28.314957,92844000
2017/1/25,30.105,30.525,30.07,30.469999,28.765747,129510400
2017/1/26,30.4175,30.610001,30.4,30.485001,28.779911,105350400
2017/1/27,30.535,30.5875,30.4,30.487499,28.782272,82251600
2017/1/30,30.2325,30.407499,30.165001,30.407499,28.706743,121510000
2017/1/31,30.2875,30.3475,30.155001,30.3375,28.640661,196804000
2017/2/1,31.7575,32.622501,31.752501,32.1875,30.387186,447940000
2017/2/2,31.995001,32.3475,31.945,32.1325,30.335266,134841600
2017/2/3,32.077499,32.297501,32.040001,32.27,30.465073,98029200
2017/2/6,32.282501,32.625,32.224998,32.572498,30.750654,107383600
2017/2/7,32.634998,33.022499,32.612499,32.8825,31.043314,152735200
2017/2/8,32.837502,33.055,32.805,33.009998,31.163679,92016400
2017/2/9,32.912498,33.112499,32.779999,33.105,31.388868,113399600
2017/2/10,33.115002,33.235001,33.012501,33.029999,31.317757,80262000
2017/2/13,33.27,33.455002,33.1875,33.322498,31.595093,92141600
2017/2/14,33.3675,33.772499,33.3125,33.755001,32.00518,132904800
2017/2/15,33.880001,34.067501,33.654999,33.877499,32.121319,142492400
2017/2/16,33.9175,33.974998,33.709999,33.837502,32.083401,90338400
2017/2/17,33.775002,33.9575,33.775002,33.93,32.171108,88792800
2017/2/21,34.057499,34.1875,33.994999,34.174999,32.4034,98028800
2017/2/22,34.107498,34.279999,34.0275,34.2775,32.500591,83347600
2017/2/23,34.345001,34.369999,34.075001,34.1325,32.363113,83152800
2017/2/24,33.977501,34.165001,33.82,34.165001,32.393925,87106400
2017/2/27,34.285,34.360001,34.07,34.232498,32.45792,81029600
2017/2/28,34.27,34.360001,34.174999,34.247501,32.472145,93931600
2017/3/1,34.4725,35.037498,34.400002,34.947498,33.13586,145658400
2017/3/2,35,35.07,34.689999,34.740002,32.939114,104844000
2017/3/3,34.695,34.9575,34.647499,34.945,33.133476,84432400
2017/3/6,34.842499,34.942501,34.650002,34.834999,33.029186,87000000
2017/3/7,34.764999,34.994999,34.697498,34.880001,33.071854,69785200
2017/3/8,34.737499,34.950001,34.705002,34.75,32.948601,74828800
2017/3/9,34.685001,34.697498,34.262501,34.669998,32.872742,88623600
2017/3/10,34.8125,34.84,34.66,34.785,32.981777,78451200
2017/3/13,34.712502,34.857498,34.705002,34.799999,32.996002,69686800
2017/3/14,34.825001,34.912498,34.709999,34.747501,32.94622,61236400
2017/3/15,34.852501,35.1875,34.7575,35.115002,33.294674,102767200
2017/3/16,35.18,35.255001,35.064999,35.172501,33.349194,76928000
2017/3/17,35.25,35.25,34.9725,34.997501,33.183266,175540000
2017/3/20,35.099998,35.375,35.057499,35.365002,33.531719,86168000
2017/3/21,35.5275,35.700001,34.932499,34.959999,33.147709,158119600
2017/3/22,34.962502,35.400002,34.939999,35.355,33.522228,103440800
2017/3/23,35.314999,35.395,35.1525,35.23,33.403709,81385200
2017/3/24,35.375,35.435001,35.087502,35.16,33.337337,89582400
2017/3/27,34.8475,35.305,34.654999,35.220001,33.394238,94300400
2017/3/28,35.227501,36.009998,35.154999,35.950001,34.086391,133499200
2017/3/29,35.919998,36.122501,35.797501,36.029999,34.162235,116760000
2017/3/30,36.047501,36.125,35.875,35.982498,34.117195,84829200
2017/3/31,35.93,36.067501,35.752499,35.915001,34.053204,78646800
2017/4/3,35.927502,36.029999,35.762501,35.924999,34.062683,79942800
2017/4/4,35.8125,36.2225,35.7925,36.192501,34.316322,79565600
2017/4/5,36.055,36.365002,35.952499,36.005001,34.138531,110871600
2017/4/6,36.072498,36.130001,35.862499,35.915001,34.053204,84596000
2017/4/7,35.932499,36.044998,35.817501,35.834999,33.977352,66688800
2017/4/10,35.900002,35.970001,35.724998,35.7925,33.937054,75733600
2017/4/11,35.735001,35.837502,35.014999,35.407501,33.57201,121517600
2017/4/12,35.400002,35.537498,35.252499,35.450001,33.612312,81400000
2017/4/13,35.477501,35.595001,35.262501,35.262501,33.434532,71291600
2017/4/17,35.369999,35.470001,35.217499,35.4575,33.619411,66328400
2017/4/18,35.352501,35.509998,35.2775,35.299999,33.470081,58790000
2017/4/19,35.470001,35.5,35.112499,35.169998,33.346825,69313600
2017/4/20,35.305,35.73,35.290001,35.610001,33.764015,93278400
2017/4/21,35.610001,35.669998,35.462502,35.567501,33.723717,69283600
2017/4/24,35.875,35.987499,35.794998,35.91,34.048462,68537200
2017/4/25,35.977501,36.224998,35.967499,36.1325,34.25943,75486000
2017/4/26,36.1175,36.150002,35.845001,35.919998,34.057938,80164800
2017/4/27,35.98,36.040001,35.827499,35.947498,34.084007,56985200
2017/4/28,36.022499,36.075001,35.817501,35.912498,34.050831,83441600
2017/5/1,36.275002,36.799999,36.240002,36.645,34.745358,134411600
2017/5/2,36.884998,37.022499,36.709999,36.877499,34.965809,181408800
2017/5/3,36.397499,36.872501,36.067501,36.764999,34.859138,182788000
2017/5/4,36.630001,36.785,36.452499,36.6325,34.733509,93487600
2017/5/5,36.689999,37.244999,36.689999,37.240002,35.309509,109310800
2017/5/8,37.2575,38.424999,37.2575,38.252499,36.269527,195009600
2017/5/9,38.467499,38.720001,38.362499,38.497501,36.501831,156521600
2017/5/10,38.407501,38.485001,38.0275,38.314999,36.328789,103222800
2017/5/11,38.112499,38.517502,38.077499,38.487499,36.642971,109020400
2017/5/12,38.674999,39.105,38.6675,39.025002,37.154709,130108000
2017/5/15,39.002499,39.162498,38.762501,38.924999,37.059498,104038800
2017/5/16,38.985001,39.014999,38.68,38.8675,37.004768,80194000
2017/5/17,38.400002,38.642502,37.427502,37.5625,35.762302,203070800
2017/5/18,37.817501,38.334999,37.782501,38.134998,36.307369,134272800
2017/5/19,38.345001,38.494999,38.157501,38.264999,36.431133,107843200
2017/5/22,38.5,38.645,38.227501,38.497501,36.652496,91865600
2017/5/23,38.724998,38.724998,38.327499,38.450001,36.607277,79675600
2017/5/24,38.459999,38.5425,38.1675,38.334999,36.497776,76712000
2017/5/25,38.432499,38.587502,38.2575,38.467499,36.623932,76942400
2017/5/26,38.5,38.560001,38.327499,38.4025,36.56205,87710400
2017/5/30,38.355,38.607498,38.3325,38.4175,36.576328,80507600
2017/5/31,38.4925,38.5425,38.095001,38.189999,36.359734,97804800
2017/6/1,38.2925,38.3325,38.055,38.294998,36.459702,65616400
2017/6/2,38.395,38.862499,38.2225,38.862499,36.999996,111082800
2017/6/5,38.584999,38.612499,38.365002,38.482498,36.63821,101326800
2017/6/6,38.474998,38.952499,38.445,38.612499,36.761978,106499600
2017/6/7,38.755001,38.994999,38.619999,38.842499,36.980961,84278400
2017/6/8,38.8125,38.884998,38.599998,38.747501,36.890507,85003200
2017/6/9,38.797501,38.797501,36.505001,37.244999,35.460018,259530800
2017/6/12,36.435001,36.522499,35.627499,36.355,34.612671,289229200
2017/6/13,36.790001,36.862499,36.287498,36.647499,34.891159,136661600
2017/6/14,36.875,36.875,35.959999,36.290001,34.550785,126124800
2017/6/15,35.830002,36.119999,35.552502,36.072498,34.343712,128661600
2017/6/16,35.945,36.125,35.549999,35.567501,33.862915,201444400
2017/6/19,35.915001,36.685001,35.915001,36.584999,34.831646,130165600
2017/6/20,36.717499,36.717499,36.235001,36.252499,34.515095,99600400
2017/6/21,36.380001,36.517502,36.1525,36.467499,34.71978,85063200
2017/6/22,36.442501,36.674999,36.279999,36.407501,34.662663,76425200
2017/6/23,36.282501,36.790001,36.2775,36.57,34.817364,141757600
2017/6/26,36.7925,37.07,36.345001,36.455002,34.707886,102769600
2017/6/27,36.252499,36.540001,35.904999,35.932499,34.210415,99047600
2017/6/28,36.122501,36.5275,35.790001,36.4575,34.710258,88329600
2017/6/29,36.177502,36.282501,35.57,35.919998,34.198517,125997600
2017/6/30,36.112499,36.240002,35.945,36.005001,34.279442,92096400
2017/7/3,36.220001,36.325001,35.775002,35.875,34.155678,57111200
2017/7/5,35.922501,36.197498,35.68,36.022499,34.296112,86278400
2017/7/6,35.755001,35.875,35.602501,35.682499,33.972404,96515200
2017/7/7,35.724998,36.1875,35.724998,36.044998,34.317524,76806800
2017/7/10,36.0275,36.487499,35.842499,36.264999,34.526985,84362400
2017/7/11,36.182499,36.462502,36.095001,36.3825,34.638855,79127200
2017/7/12,36.467499,36.544998,36.205002,36.435001,34.688847,99538000
2017/7/13,36.375,37.122501,36.360001,36.942501,35.17202,100797600
2017/7/14,36.9925,37.3325,36.8325,37.259998,35.4743,80528400
2017/7/17,37.205002,37.724998,37.142502,37.389999,35.598072,95174000
2017/7/18,37.299999,37.532501,37.1675,37.52,35.721855,71475200
2017/7/19,37.619999,37.855,37.487499,37.755001,35.945583,83692000
2017/7/20,37.875,37.935001,37.547501,37.584999,35.783726,68974800
2017/7/21,37.497501,37.610001,37.220001,37.567501,35.767059,105010400
2017/7/24,37.645,38.110001,37.474998,38.022499,36.200256,85972800
2017/7/25,37.950001,38.459999,37.950001,38.185001,36.354965,75415600
2017/7/26,38.337502,38.482498,38.264999,38.365002,36.52634,63124000
2017/7/27,38.4375,38.497501,36.825001,37.639999,35.83609,129905200
2017/7/28,37.4725,37.557499,37.297501,37.375,35.583794,68854800
2017/7/31,37.474998,37.5825,37.032501,37.182499,35.400517,79383600
2017/8/1,37.275002,37.555,37.102501,37.512501,35.714703,141474400
2017/8/2,39.82,39.9375,39.040001,39.285,37.402245,279747200
2017/8/3,39.262501,39.302502,38.755001,38.892502,37.028561,108389200
2017/8/4,39.017502,39.349998,38.922501,39.0975,37.223736,82239600
2017/8/7,39.264999,39.73,39.1675,39.702499,37.799747,87481200
2017/8/8,39.650002,40.4575,39.567501,40.02,38.102028,144823600
2017/8/9,39.814999,40.317501,39.7775,40.264999,38.335281,104526000
2017/8/10,39.974998,40,38.657501,38.830002,37.114235,163217200
2017/8/11,39.150002,39.642502,39.017502,39.369999,37.630375,105028400
2017/8/14,39.830002,40.052502,39.6875,39.962502,38.196697,88490800
2017/8/15,40.165001,40.549999,40.035,40.400002,38.614857,117862000
2017/8/16,40.485001,40.627499,40.037498,40.237499,38.459545,110686400
2017/8/17,40.130001,40.177502,39.459999,39.465,37.721176,111762400
2017/8/18,39.465,39.875,39.18,39.375,37.635151,109712400
2017/8/21,39.375,39.4725,38.7775,39.302502,37.565865,105474000
2017/8/22,39.557499,40,39.505001,39.945,38.17997,86418400
2017/8/23,39.767502,40.1175,39.720001,39.994999,38.227753,77596400
2017/8/24,40.107498,40.185001,39.637501,39.817501,38.058105,79275600
2017/8/25,39.912498,40.139999,39.817501,39.965,38.199085,101920400
2017/8/28,40.035,40.5,39.982498,40.3675,38.58379,103864000
2017/8/29,40.025002,40.779999,40,40.727501,38.927891,118067600
2017/8/30,40.950001,40.9725,40.6525,40.837502,39.033031,109078400
2017/8/31,40.91,41.130001,40.869999,41,39.188347,107140400
